CFS,DATE,NATURE CODE,ADDRESS,XCOORD,YCOORD,DOW
031513-10,3/15/2013  12:59:57 AM,MUSIC,136 NW 21ST ST,7478698.5000 ,341244.4375 ,FRI
031513-3,3/15/2013  12:29:22 AM,SRN,410 NW 25TH ST,7478065.0000 ,342476.4688 ,FRI
032113-207,3/21/2013  10:57:45 PM,MUSIC,230 NW 23RD ST,7478377.5000 ,341667.6563 ,THU
031313-222,3/13/2013  10:29:04 PM,SRN,720 SW 56TH ST,7468458.0000 ,338255.6875 ,WED
051613-167,5/16/2013  9:21:29 PM,MUSIC,701 SW 7TH ST,7480785.5000 ,337998.4375 ,THU
051613-182,5/16/2013  10:48:10 PM,PARTY,2880 NW LINCOLN AV,7477100.0000 ,344397.0938 ,THU
051613-183,5/16/2013  10:53:30 PM,SRN,2645 NW TAYLOR AV,7477684.5000 ,343485.5625 ,THU
051613-196,5/16/2013  11:28:42 PM,PARTY,NW 21ST ST AND NW HARRISON BV,7478729.0000 ,342304.0000 ,THU
051613-194,5/16/2013  11:27:41 PM,MUSIC,527 NW 23RD ST,7478419.5000 ,342826.0938 ,THU
051713-2,5/17/2013  12:03:48 AM,MUSIC,216 NW 13TH ST,7480178.5000 ,341053.1563 ,FRI
062113-161,6/21/2013  10:21:28 PM,MUSIC,175 SW TWIN OAKS CR,7481273.5000 ,335912.6563 ,FRI
032313-221,3/23/2013  11:26:07 PM,MUSIC,425 SW MADISON AV,7482202.5000 ,339361.6563 ,SAT
033013-28,3/30/2013  5:50:11 AM,MUSIC,1765 NW 9TH ST,7483954.5000 ,347029.7188 ,SAT
052013-1,5/20/2013  12:08:44 AM,SRN,587 NW LINDEN AV,7484711.0000 ,349669.0000 ,MON
052013-4,5/20/2013  12:29:00 AM,SRN,2860 SW WESTERN BV,7476828.0000 ,337027.8750 ,MON
042213-4,4/22/2013  12:14:49 AM,MUSIC,1300 SW E AV,7479812.0000 ,337089.4375 ,MON
060113-221,6/1/2013  8:05:35 PM,SRN,127 NW 13TH ST,7480069.0000 ,340709.5313 ,SAT
060113-203,6/1/2013  6:48:19 PM,SRN,2645 NW TAYLOR AV,7477684.5000 ,343485.5625 ,SAT
033013-172,3/30/2013  11:09:52 PM,PARTY,124 NW 8TH ST,7481342.0000 ,340209.0625 ,SAT
062313-151,6/23/2013  11:35:00 PM,MUSIC,644 SW 7TH ST,7480810.5000 ,338127.7500 ,SUN
050513-167,5/5/2013  3:45:18 PM,PARTY,670 SE CHESTER AV,7483038.0000 ,334749.3750 ,SUN
050513-161,5/5/2013  3:27:42 PM,MUSIC,2541 NW MONROE AV,7477936.5000 ,341392.3438 ,SUN
052513-4,5/25/2013  12:11:54 AM,SRN,220 NW 13TH ST,7480183.0000 ,341065.6563 ,SAT
032313-24,3/23/2013  1:16:19 AM,MUSIC,2740 SW WESTERN BV,7476920.5000 ,337031.7500 ,SAT
032313-20,3/23/2013  12:59:36 AM,PARTY,2600 NW CENTURY DR,7478069.5000 ,350670.1250 ,SAT
040213-5,4/2/2013  1:13:36 AM,SRN,3427 SE 3RD ST,7480568.5000 ,327384.3438 ,TUE
040213-6,4/2/2013  1:18:57 AM,MUSIC,NW MONROE AV AND NW 16TH ST,7479289.0000 ,340899.0000 ,TUE
032713-148,3/27/2013  8:18:56 PM,MUSIC,3230 NW NORWOOD DR,7475824.5000 ,347825.5938 ,WED
052613-158,5/26/2013  8:14:32 PM,SRN,2740 SW WESTERN BV,7476920.5000 ,337031.7500 ,SUN
032913-137,3/29/2013  7:41:06 PM,MUSIC,701 SW 7TH ST,7480785.5000 ,337998.4375 ,FRI
040313-272,4/3/2013  9:12:32 PM,PARTY,701 SW 7TH ST,7480785.5000 ,337998.4375 ,WED
032813-223,3/28/2013  11:36:32 PM,MUSIC,2920 NE GLACIER WY,7489378.5000 ,351372.6250 ,FRI
051613-14,5/16/2013  1:09:51 AM,SRN,219 NW 15TH ST,7479691.5000 ,341252.9688 ,THU
060113-244,6/1/2013  9:00:55 PM,SRN,2535 NW TAYLOR AV,7477991.0000 ,343470.8125 ,SAT
060113-245,6/1/2013  9:04:08 PM,SRN,2535 NW TAYLOR AV,7477991.0000 ,343470.8125 ,SAT
060113-237,6/1/2013  8:50:02 PM,MUSIC,840 NE WOODCREST AV,7486297.5000 ,349091.3750 ,SAT
032313-199,3/23/2013  10:25:11 PM,MUSIC,425 SW MADISON AV,7482202.5000 ,339361.6563 ,SAT
061613-191,6/16/2013  10:49:26 PM,SRN,620 NW ELIZABETH DR,7473974.0000 ,343494.5938 ,SUN
061613-198,6/16/2013  11:09:52 PM,PARTY,2260 SW 3RD ST,7481076.0000 ,332089.2500 ,MON
061713-5,6/17/2013  12:17:08 AM,PARTY,720 NW 11TH ST,7481320.0000 ,342548.3125 ,MON
053113-241,5/31/2013  10:15:44 PM,MUSIC,217 NE RENNIE PL,7484608.5000 ,342922.6250 ,FRI
053113-252,5/31/2013  10:44:19 PM,SRN,202 NW 13TH ST,7480160.0000 ,341015.0938 ,FRI
053113-259,5/31/2013  10:50:15 PM,SRN,641 NW 23RD ST,7478426.0000 ,343213.6875 ,FRI
041913-3,4/19/2013  12:20:17 AM,PARTY,2860 NW POLK AV,7477063.5000 ,343157.8750 ,FRI
041913-7,4/19/2013  12:28:29 AM,SRN,811 SW 8TH ST,7480552.0000 ,338144.1875 ,FRI
041913-2,4/19/2013  12:10:27 AM,MUSIC,928 NW ANJNI CR,7483061.5000 ,351009.0000 ,FRI
041913-12,4/19/2013  1:40:47 AM,SRN,4000 NW WITHAM HILL DR,7473608.0000 ,346460.0625 ,FRI
041913-1,4/19/2013  12:09:16 AM,SRN,695 NW 23RD ST,7478429.0000 ,343386.5313 ,FRI
032813-218,3/28/2013  10:45:27 PM,MUSIC,537 NW OAK AV,7485073.0000 ,350025.7813 ,FRI
060113-188,6/1/2013  6:09:38 PM,MUSIC,860 NE WOODCREST AV,7486367.0000 ,349090.1563 ,SAT
060113-234,6/1/2013  8:42:42 PM,SRN,361 SW 11TH ST,7480145.5000 ,339503.0938 ,SAT
060113-263,6/1/2013  10:10:48 PM,PARTY,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SAT
060113-280,6/1/2013  10:35:28 PM,PARTY,550 NW POLK AV [CORVALLIS],7482723.5000 ,341596.7188 ,SAT
060113-278,6/1/2013  10:31:28 PM,PARTY,415 SW 11TH ST,7480067.0000 ,339316.5000 ,SAT
060113-287,6/1/2013  10:50:07 PM,SRN,230 NW 23RD ST,7478377.5000 ,341667.6563 ,SAT
060113-295,6/1/2013  11:09:58 PM,MUSIC,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SAT
060113-304,6/1/2013  11:26:47 PM,MUSIC,701 SW 7TH ST,7480785.5000 ,337998.4375 ,SAT
041813-239,4/18/2013  11:15:43 PM,SRN,2406 NW JACKSON AV,7478206.0000 ,341597.5000 ,THU
042113-196,4/21/2013  7:41:56 PM,MUSIC,204 SW MADISON AV,7482784.0000 ,339106.8750 ,SUN
050913-217,5/9/2013  11:42:20 PM,MUSIC,701 SW 7TH ST,7480785.5000 ,337998.4375 ,FRI
051013-2,5/10/2013  12:57:53 AM,SRN,915 SW ADAMS AV,7480572.5000 ,339190.8125 ,FRI
042713-245,4/27/2013  11:55:42 PM,PARTY,302 NW 17TH ST,7479327.0000 ,341741.4375 ,SUN
041213-5,4/12/2013  12:18:23 AM,SRN,701 SW 7TH ST,7480785.5000 ,337998.4375 ,FRI
033113-169,3/31/2013  8:26:19 PM,SRN,2150 NW TAYLOR AV,7478659.0000 ,343368.0938 ,SUN
042713-150,4/27/2013  4:10:31 PM,SRN,699 NW 23RD ST,7478429.0000 ,343393.0625 ,SAT
052513-11,5/25/2013  12:47:36 AM,PARTY,326 NW 12TH ST,7480561.5000 ,341340.0000 ,SAT
060513-200,6/5/2013  8:59:57 PM,PARTY,228 NW 23RD ST,7478377.0000 ,341661.4063 ,WED
061313-170,6/13/2013  11:14:50 PM,SRN,940 NW HARRISON BV,7481337.5000 ,341312.5313 ,THU
041313-4,4/13/2013  12:06:05 AM,SRN,241 NW 11TH ST,7480708.5000 ,340928.4063 ,SAT
042713-144,4/27/2013  3:25:14 PM,SRN,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,SAT
050413-208,5/4/2013  5:36:54 PM,PARTY,NW 23RD ST AND NW TYLER AV,7478407.0000 ,342731.0000 ,SAT
051713-29,5/17/2013  2:11:06 AM,SRN,1415 NW 20TH ST,7479446.0000 ,345363.5313 ,FRI
042013-288,4/20/2013  11:28:27 PM,PARTY,2929 NW HARRISON BV,7476812.0000 ,342484.3438 ,SAT
061413-33,6/14/2013  3:37:46 AM,SRN,2645 NW TAYLOR AV,7477684.5000 ,343485.5625 ,FRI
060713-202,6/7/2013  11:13:34 PM,SRN,765 NW 5TH ST,7483095.0000 ,342101.4375 ,SAT
060713-206,6/7/2013  11:25:12 PM,SRN,234 NW 11TH ST,7480678.5000 ,340912.4375 ,SAT
060713-211,6/7/2013  11:37:54 PM,PARTY,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,SAT
060713-201,6/7/2013  11:10:31 PM,PARTY,1804 SW BROOKLANE DR,7476881.0000 ,333865.1250 ,SAT
060813-2,6/8/2013  12:12:20 AM,MUSIC,175 SW TWIN OAKS CR,7481273.5000 ,335912.6563 ,SAT
060813-10,6/8/2013  12:43:50 AM,PARTY,322 SW 10TH ST,7480439.0000 ,339541.6250 ,SAT
062013-45,6/20/2013  9:13:38 AM,MUSIC,950 NW HOBART AV,7483146.5000 ,347172.7500 ,THU
040413-240,4/4/2013  11:29:40 PM,MUSIC,NW 15TH ST AND NW VAN BUREN AV,7479811.0000 ,341526.0000 ,THU
060813-217,6/8/2013  9:38:50 PM,PARTY,340 NW 35TH ST,7475241.5000 ,342298.5000 ,SAT
060813-251,6/8/2013  11:05:19 PM,MUSIC,1956 NW GRANT AV,7479052.5000 ,344946.6875 ,SAT
060813-260,6/8/2013  11:37:47 PM,SRN,209 NW 12TH ST,7480421.5000 ,340923.8438 ,SAT
053013-246,5/30/2013  11:36:23 PM,SRN,2645 NW TAYLOR AV,7477684.5000 ,343485.5625 ,THU
050213-259,5/2/2013  10:21:03 PM,PARTY,2860 NW POLK AV,7477063.5000 ,343157.8750 ,THU
050213-255,5/2/2013  10:01:05 PM,MUSIC,2860 NW POLK AV,7477063.5000 ,343157.8750 ,THU
041813-232,4/18/2013  10:29:28 PM,SRN,2455 NW JACKSON AV,7478133.0000 ,341639.8438 ,THU
041313-24,4/13/2013  2:18:17 AM,SRN,309 SW 11TH ST,7480221.0000 ,339688.8125 ,SAT
041313-22,4/13/2013  2:08:52 AM,SRN,911 SW 10TH ST,7480300.5000 ,337753.5625 ,SAT
041313-14,4/13/2013  12:42:28 AM,SRN,2657 NW VAN BUREN AV,7477541.0000 ,341964.1875 ,SAT
041013-234,4/10/2013  10:38:25 PM,SRN,842 NE 2ND ST,7484067.5000 ,342069.4688 ,WED
042813-12,4/28/2013  1:01:52 AM,SRN,620 NW KINGS BV,7479064.5000 ,343071.2500 ,SUN
050413-253,5/4/2013  8:43:20 PM,MUSIC,527 NW 23RD ST,7478419.5000 ,342826.0938 ,SAT
050213-254,5/2/2013  9:55:21 PM,PARTY,312 NW 21ST ST,7478709.5000 ,341886.8438 ,THU
050213-236,5/2/2013  8:45:12 PM,MUSIC,300 SE VIEWMONT AV,7481573.0000 ,332048.0938 ,THU
051213-31,5/12/2013  2:33:19 AM,PARTY,2675 NE LANCASTER ST,7487316.5000 ,350089.6563 ,SUN
061513-216,6/15/2013  11:12:00 PM,SRN,629 NW 11TH ST,7481230.5000 ,342254.6875 ,SAT
042513-242,4/25/2013  11:33:38 PM,SRN,1125 SW STOPP PL,7471656.5000 ,336866.5000 ,THU
042513-235,4/25/2013  10:54:51 PM,SRN,310 SW 7TH ST,7481267.0000 ,339258.6875 ,THU
042513-231,4/25/2013  10:41:25 PM,MUSIC,NW 29TH ST AND NW POLK AV,7476953.0000 ,343173.0000 ,THU
042513-221,4/25/2013  9:46:33 PM,PARTY,1317 NW 23RD ST,7478519.5000 ,345315.8125 ,THU
042513-227,4/25/2013  10:19:50 PM,PARTY,1317 NW 23RD ST,7478519.5000 ,345315.8125 ,THU
042813-7,4/28/2013  12:29:32 AM,SRN,3035 SE 3RD ST,7480751.5000 ,328955.5000 ,SUN
061613-3,6/16/2013  12:06:11 AM,SRN,1137 NW 13TH ST,7481260.5000 ,344082.8125 ,SUN
061513-225,6/15/2013  11:38:52 PM,PARTY,242 SE VILLA DR,7481143.5000 ,327723.9688 ,SAT
040913-256,4/9/2013  10:46:55 PM,PARTY,235 NW 25TH ST,7478069.0000 ,341751.2500 ,TUE
050413-192,5/4/2013  4:38:28 PM,MUSIC,1045 NW BECA AV,7482306.0000 ,344656.3750 ,SAT
041213-21,4/12/2013  2:08:42 AM,PARTY,699 NW 23RD ST,7478429.0000 ,343393.0625 ,FRI
041713-240,4/17/2013  11:18:18 PM,MUSIC,975 SW 15TH ST,7479199.5000 ,337539.5625 ,WED
061613-181,6/16/2013  9:34:44 PM,MUSIC,2260 SW 3RD ST,7481076.0000 ,332089.2500 ,SUN
041613-251,4/16/2013  11:22:56 PM,SRN,505 SE PARK AV,7481763.0000 ,330234.8125 ,TUE
042013-200,4/20/2013  4:15:44 PM,MUSIC,NW 32ND ST AND NW JOHNSON AV,7476009.0000 ,341339.0000 ,SAT
042013-216,4/20/2013  6:02:10 PM,PARTY,203 NW 13TH ST,7480188.0000 ,341004.2188 ,SAT
042513-188,4/25/2013  6:43:09 PM,PARTY,2058 NW HARRISON BV,7478859.0000 ,342264.0000 ,THU
050313-7,5/3/2013  12:14:48 AM,SRN,940 NW HARRISON BV,7481337.5000 ,341312.5313 ,FRI
050313-8,5/3/2013  12:14:53 AM,PARTY,2675 NE JACK LONDON ST,7486756.0000 ,350372.9688 ,FRI
051413-12,5/14/2013  2:47:33 AM,SRN,3635 NW ELMWOOD DR [CORVALLIS],7475003.0000 ,348452.8125 ,TUE
050213-196,5/2/2013  4:40:34 PM,MUSIC,2600 NW TAYLOR AV,7477801.5000 ,343457.2500 ,THU
061613-6,6/16/2013  12:17:04 AM,PARTY,825 SW ADAMS AV,7480818.0000 ,339090.6250 ,SUN
053013-227,5/30/2013  10:26:12 PM,SRN,2929 NW HARRISON BV,7476812.0000 ,342484.3438 ,THU
041813-204,4/18/2013  8:34:48 PM,PARTY,936 NW 27TH ST,7477548.5000 ,344205.8125 ,THU
041713-205,4/17/2013  8:01:12 PM,MUSIC,2653 NW HARRISON BV,7477625.5000 ,342463.4375 ,WED
042713-224,4/27/2013  10:49:10 PM,PARTY,3512 NW FILLMORE AV,7475235.5000 ,343900.1563 ,SAT
041913-232,4/19/2013  11:00:18 PM,SRN,2219 NW VAN BUREN AV,7478527.5000 ,341874.1563 ,FRI
042013-10,4/20/2013  12:25:52 AM,PARTY,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,SAT
041913-238,4/19/2013  11:22:43 PM,SRN,126 SW 4TH ST,7482360.5000 ,339591.8750 ,FRI
060913-8,6/9/2013  12:14:46 AM,SRN,426 NW 25TH ST,7478067.0000 ,342528.7500 ,SUN
060813-40,6/8/2013  3:02:34 AM,PARTY,1441 NW GRANT AV,7480866.0000 ,345196.4063 ,SAT
060913-39,6/9/2013  2:06:07 AM,SRN,620 NW KINGS BV,7479064.5000 ,343071.2500 ,SUN
060913-46,6/9/2013  2:45:07 AM,SRN,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SUN
062213-248,6/22/2013  11:51:33 PM,PARTY,565 NW OAK AV,7484935.5000 ,350026.6250 ,SAT
062213-239,6/22/2013  11:32:24 PM,PARTY,3782 NW JAMESON DR,7474652.0000 ,347634.5938 ,SAT
062213-219,6/22/2013  10:16:39 PM,PARTY,2910 NW ASHWOOD DR,7477120.5000 ,348560.1875 ,SAT
061813-224,6/18/2013  11:19:51 PM,SRN,425 NW 13TH ST,7480485.0000 ,341767.3750 ,TUE
061813-215,6/18/2013  10:08:23 PM,MUSIC,235 NW 25TH ST,7478069.0000 ,341751.2500 ,TUE
071313-201,7/13/2013  10:01:25 PM,PARTY,2461 NW GRANT AV,7478184.0000 ,344942.5313 ,SAT
011913-19,1/19/2013  12:54:06 AM,MUSIC,223 SW 2ND ST,7482784.5000 ,339019.2813 ,SAT
071313-209,7/13/2013  10:26:42 PM,SRN,2434 NW GREEN CR,7480672.0000 ,349959.5938 ,SAT
071913-248,7/19/2013  11:04:46 PM,PARTY,3588 NW WISTERIA PL,7474594.0000 ,352072.0625 ,FRI
071913-230,7/19/2013  10:16:29 PM,MUSIC,1850 SW WHITESIDE DR,7474440.0000 ,333593.8125 ,FRI
071913-257,7/19/2013  11:28:34 PM,PARTY,VAN BUREN AND 27TH,(1.0000),(1.0000),FRI
071313-32,7/13/2013  4:21:43 AM,PARTY,2105 NW LINCOLN AV,7478861.5000 ,344341.6563 ,SAT
071313-4,7/13/2013  12:39:13 AM,PARTY,1058 SW ADAMS AV,7480183.0000 ,339319.0000 ,SAT
071313-3,7/13/2013  12:28:00 AM,PARTY,800 SW GROVE ST,7476785.5000 ,337560.8750 ,SAT
071313-1,7/13/2013  12:04:40 AM,PARTY,701 SW 7TH ST,7480785.5000 ,337998.4375 ,SAT
071213-246,7/12/2013  11:41:54 PM,PARTY,322 NW 11TH ST,7480803.5000 ,341228.9375 ,FRI
071213-21,7/12/2013  2:52:43 AM,SRN,4893 SW ROSEBERRY ST,7470567.5000 ,333597.0000 ,FRI
071213-9,7/12/2013  12:56:40 AM,PARTY,2709 NW FILLMORE AV,7477515.5000 ,343825.1563 ,FRI
072213-9,7/22/2013  5:12:08 AM,MUSIC,2415 SW LEONARD ST,7480044.0000 ,331692.9063 ,MON
063013-186,6/30/2013  10:39:12 PM,PARTY,701 SW 7TH ST,7480785.5000 ,337998.4375 ,SUN
071213-31,7/12/2013  4:01:51 AM,MUSIC,4893 SW ROSEBERRY ST,7470567.5000 ,333597.0000 ,FRI
022413-200,2/24/2013  5:57:00 PM,MUSIC,805 NW 23RD ST,7478436.0000 ,343793.9375 ,SUN
072313-13,7/23/2013  1:01:56 AM,SRN,1331 NW CIRCLE BV,7481265.0000 ,348494.5000 ,TUE
030913-131,3/9/2013  4:26:50 PM,MUSIC,1695 NW DIVISION ST,7482857.5000 ,347054.3750 ,SAT
030913-120,3/9/2013  3:48:46 PM,SRN,310 SW 7TH ST,7481267.0000 ,339258.6875 ,SAT
030913-129,3/9/2013  4:12:56 PM,PARTY,629 NW 17TH ST,7479779.5000 ,342823.6250 ,SAT
030913-144,3/9/2013  5:06:28 PM,MUSIC,527 NW 23RD ST,7478419.5000 ,342826.0938 ,SAT
031613-207,3/16/2013  10:49:40 PM,PARTY,1300 SW E AV,7479812.0000 ,337089.4375 ,SAT
040813-181,4/8/2013  10:58:54 PM,MUSIC,312 NW 25TH ST,7478052.0000 ,342014.0313 ,MON
050513-236,5/5/2013  9:48:46 PM,SRN,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SUN
050513-247,5/5/2013  10:38:45 PM,MUSIC,2112 NW POLK AV,7478692.5000 ,343027.7813 ,SUN
050513-249,5/5/2013  11:00:09 PM,SRN,840 SW GROVE ST,7476785.0000 ,337462.2813 ,SUN
050513-253,5/5/2013  11:21:24 PM,SRN,2949 NW TYLER AV,7476764.5000 ,342839.5938 ,SUN
050513-242,5/5/2013  10:22:07 PM,PARTY,830 SW GROVE ST,7476785.5000 ,337487.7188 ,SUN
031613-15,3/16/2013  1:05:50 AM,MUSIC,SW 11TH ST AND SW ADAMS AV,7480077.0000 ,339371.0000 ,SAT
042413-201,4/24/2013  4:20:34 PM,MUSIC,402 NW 11TH ST,7480915.0000 ,341513.8750 ,WED
051813-208,5/18/2013  10:34:47 PM,SRN,677 NW 23RD ST,7478428.0000 ,343328.9063 ,SAT
051813-198,5/18/2013  10:10:45 PM,SRN,701 SW 7TH ST,7480785.5000 ,337998.4375 ,SAT
021613-187,2/16/2013  10:22:45 PM,MUSIC,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SAT
020913-10,2/9/2013  1:13:48 AM,SRN,2929 NW HARRISON BV,7476812.0000 ,342484.3438 ,SAT
020713-190,2/7/2013  11:30:34 PM,SRN,622 NW 29TH ST,7476947.0000 ,343249.7188 ,THU
020713-4,2/7/2013  12:34:05 AM,MUSIC,1717 NW HARRISON BV,7479428.0000 ,342098.8438 ,THU
021613-6,2/16/2013  12:50:20 AM,PARTY,1352 NW DIXON ST,7481554.0000 ,344929.1875 ,SAT
072413-262,7/24/2013  11:40:29 PM,SRN,2631 SW LEONARD ST,7479982.0000 ,331102.8438 ,WED
072613-1,7/26/2013  12:04:55 AM,PARTY,1215 NW 11TH ST,7482037.5000 ,344323.2500 ,FRI
072613-9,7/26/2013  12:50:14 AM,PARTY,NW 14TH ST AND NW VAN BUREN AV,7480055.0000 ,341428.0000 ,FRI
072613-270,7/26/2013  10:05:29 PM,SRN,440 NW 23RD ST,7478391.5000 ,342522.8438 ,FRI
072613-276,7/26/2013  10:29:40 PM,MUSIC,1687 NW DIVISION ST,7482854.0000 ,346909.5313 ,FRI
072613-278,7/26/2013  10:37:05 PM,MUSIC,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,FRI
072613-284,7/26/2013  11:01:02 PM,SRN,440 NW 23RD ST,7478391.5000 ,342522.8438 ,FRI
072613-294,7/26/2013  11:42:33 PM,PARTY,SW 8TH ST AND SW ADAMS AV,7480885.0000 ,339051.0000 ,FRI
072713-9,7/27/2013  12:53:23 AM,PARTY,140 NW 13TH ST,7480070.0000 ,340771.8438 ,SAT
072813-12,7/28/2013  1:08:34 AM,SRN,155 NW 13TH ST,7480110.5000 ,340817.4688 ,SUN
072813-23,7/28/2013  2:29:29 AM,SRN,361 NW 26TH ST,7477774.0000 ,342253.4375 ,SUN
072813-196,7/28/2013  10:30:42 PM,PARTY,721 NW 13TH ST,7480859.5000 ,342732.9688 ,SUN
072313-261,7/23/2013  10:21:11 PM,SRN,2704 SW PICKFORD ST,7480109.5000 ,330547.4688 ,TUE
042313-184,4/23/2013  6:06:25 PM,SRN,928 NW 29TH ST,7477019.0000 ,344207.8125 ,TUE
042713-215,4/27/2013  10:31:15 PM,SRN,2735 NW LINCOLN AV,7477474.5000 ,344403.0313 ,SAT
042713-206,4/27/2013  9:39:43 PM,SRN,309 NW 26TH ST,7477772.0000 ,342000.8438 ,SAT
042713-229,4/27/2013  10:58:03 PM,SRN,2645 NW TAYLOR AV,7477684.5000 ,343485.5625 ,SAT
042713-234,4/27/2013  11:12:28 PM,MUSIC,1045 NW BECA AV,7482306.0000 ,344656.3750 ,SAT
041813-218,4/18/2013  9:25:48 PM,MUSIC,500 NW OAK AV,7485221.0000 ,349986.6875 ,THU
020113-194,2/1/2013  10:59:02 PM,PARTY,2215 NW JACKSON AV,7478530.0000 ,341532.5313 ,FRI
020113-191,2/1/2013  10:38:43 PM,SRN,2215 NW JACKSON AV,7478530.0000 ,341532.5313 ,FRI
020113-186,2/1/2013  10:24:31 PM,MUSIC,126 SW 4TH ST,7482360.5000 ,339591.8750 ,FRI
020113-184,2/1/2013  10:05:19 PM,SRN,434 NW 11TH ST,7480956.5000 ,341620.2188 ,FRI
042613-155,4/26/2013  5:19:07 PM,PARTY,2949 NW TYLER AV,7476764.5000 ,342839.5938 ,FRI
042613-166,4/26/2013  5:54:53 PM,MUSIC,2953 NW POLK AV,7476774.0000 ,343191.2500 ,FRI
042613-189,4/26/2013  8:23:26 PM,SRN,3009 NW JOHNSON AV,7476539.5000 ,341337.8125 ,FRI
042613-182,4/26/2013  7:26:56 PM,PARTY,701 SW 7TH ST,7480785.5000 ,337998.4375 ,FRI
042613-179,4/26/2013  6:56:21 PM,PARTY,NW 30TH ST AND NW ORCHARD AV,7476565.0000 ,341075.0000 ,FRI
042613-195,4/26/2013  8:52:51 PM,SRN,140 NW 13TH ST,7480070.0000 ,340771.8438 ,FRI
042713-36,4/27/2013  2:58:39 AM,SRN,1980 NW KINGS PL,7478987.5000 ,345221.4375 ,SAT
051113-204,5/11/2013  9:49:38 PM,SRN,317 NW 11TH ST,7480815.5000 ,341200.3750 ,SAT
042513-12,4/25/2013  3:04:20 AM,MUSIC,785 NW 5TH ST,7483122.0000 ,342167.3438 ,THU
042613-2,4/26/2013  12:16:42 AM,MUSIC,NW KINGS BV AND NW MONROE AV,7479038.0000 ,340996.0000 ,FRI
042613-1,4/26/2013  12:13:57 AM,PARTY,103 NW 25TH ST,7478063.0000 ,341356.2188 ,FRI
042613-16,4/26/2013  1:48:59 AM,MUSIC,1009 SW 13TH ST,7479803.5000 ,337384.7500 ,FRI
020113-156,2/1/2013  7:13:01 PM,PARTY,334 NW KINGS BV,7479042.5000 ,341972.5625 ,FRI
050113-246,5/1/2013  10:04:25 PM,SRN,405 NW 15TH ST,7479953.0000 ,341903.6250 ,WED
042613-144,4/26/2013  4:23:37 PM,SRN,1735 NW GARFIELD AV,7480085.0000 ,346478.5000 ,FRI
042513-182,4/25/2013  5:38:20 PM,MUSIC,750 NW 23RD ST,7478410.5000 ,343590.5000 ,THU
051813-204,5/18/2013  10:28:26 PM,SRN,623 NW 23RD ST,7478425.0000 ,343156.0625 ,SAT
051813-201,5/18/2013  10:17:32 PM,PARTY,410 NW 25TH,(1.0000),(1.0000),SAT
051813-195,5/18/2013  10:07:53 PM,PARTY,TOWNHOUSES 600 BLK NW 23RD,(1.0000),(1.0000),SAT
051813-203,5/18/2013  10:25:44 PM,SRN,653 NW 23RD ST,7478426.5000 ,343252.0938 ,SAT
051813-188,5/18/2013  9:45:34 PM,SRN,2645 NW TAYLOR AV,7477684.5000 ,343485.5625 ,SAT
050413-29,5/4/2013  1:16:07 AM,SRN,1015 NW MONROE AV,7480721.0000 ,340357.8438 ,SAT
050413-290,5/4/2013  10:33:29 PM,PARTY,2837 SW WESTERN BV,7476846.0000 ,337051.6875 ,SAT
050413-282,5/4/2013  10:12:38 PM,SRN,3212 NW HUCKLEBERRY PL,7475572.5000 ,352316.4375 ,SAT
042713-176,4/27/2013  6:46:18 PM,PARTY,526 NW 18TH ST,7479389.0000 ,342601.8438 ,SAT
050413-49,5/4/2013  2:24:50 AM,MUSIC,700 SW 5TH ST,7481253.5000 ,337646.8438 ,SAT
050413-56,5/4/2013  2:52:31 AM,SRN,970 NW GARFIELD AV,7482825.0000 ,346405.8438 ,SAT
050413-62,5/4/2013  4:11:13 AM,MUSIC,780 NW 25TH ST,7478087.5000 ,343721.1250 ,SAT
051713-190,5/17/2013  7:57:14 PM,PARTY,907 NW 11TH ST,7481681.0000 ,343412.1250 ,FRI
051713-240,5/17/2013  11:26:49 PM,MUSIC,300 NW 12TH ST,7480529.5000 ,341258.9063 ,FRI
052613-39,5/26/2013  5:52:09 AM,SRN,2631 SW LEONARD ST,7479982.0000 ,331102.8438 ,SUN
042613-230,4/26/2013  11:37:21 PM,SRN,2645 NW TAYLOR AV,7477684.5000 ,343485.5625 ,FRI
042613-232,4/26/2013  11:39:06 PM,PARTY,217 NW 12TH ST,7480435.0000 ,340954.7500 ,FRI
042613-231,4/26/2013  11:38:37 PM,SRN,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,FRI
042713-5,4/27/2013  12:14:08 AM,PARTY,361 NW 26TH ST,7477774.0000 ,342253.4375 ,SAT
042613-225,4/26/2013  11:32:09 PM,SRN,1723 NW KINGS BV,7479018.5000 ,347089.6563 ,FRI
042713-4,4/27/2013  12:10:52 AM,SRN,144 NW 14TH,(1.0000),(1.0000),SAT
051113-227,5/11/2013  10:47:04 PM,PARTY,1054 SW ADAMS AV,7480193.0000 ,339315.2500 ,SAT
