CFS,DATE,NATURE CODE,ADDRESS,XCOORD,YCOORD,DOW
030511-215,3/5/2011  9:28:10 PM,MUSIC,226 NW 30TH ST,7476559.0000 ,341847.5625 ,SAT
030511-236,3/5/2011  10:37:16 PM,SRN,936 NW 27TH ST,7477549.5000 ,344208.8438 ,SAT
030511-240,3/5/2011  11:10:41 PM,MUSIC,830 SW GROVE ST,7476785.5000 ,337487.7188 ,SAT
030611-2,3/6/2011  12:08:38 AM,PARTY,NW 12TH ST AND NW JACKSON AV,7480402.0000 ,340902.0000 ,SUN
030611-11,3/6/2011  12:34:04 AM,PARTY,955 NW VAN BUREN AV,7481166.5000 ,340994.4375 ,SUN
030611-12,3/6/2011  12:38:49 AM,PARTY,2600 NW TAYLOR AV,7477805.0000 ,343457.0938 ,SUN
030611-21,3/6/2011  1:25:59 AM,PARTY,210 NW 23RD ST,7478376.0000 ,341593.0000 ,SUN
030611-35,3/6/2011  2:37:01 AM,MUSIC,1061 SW WASHINGTON AV,7480047.5000 ,339007.3750 ,SUN
030611-53,3/6/2011  3:41:18 AM,MUSIC,950 NW 10TH ST,7481896.5000 ,343244.3125 ,SUN
030611-54,3/6/2011  3:42:39 AM,PARTY,1315 SW E AV,7479769.0000 ,337118.4375 ,SUN
030611-204,3/6/2011  11:27:36 PM,PARTY,1105 SE BELL AV,7483424.0000 ,330548.0000 ,SUN
030811-109,3/8/2011  12:54:10 PM,MUSIC,230 NW 23RD ST,7478377.5000 ,341660.7188 ,TUE
030911-29,3/9/2011  1:44:46 AM,PARTY,226 NW 30TH ST,7476559.0000 ,341847.5625 ,WED
030911-34,3/9/2011  3:00:22 AM,PARTY,226 NW 30TH ST,7476559.0000 ,341847.5625 ,WED
030911-211,3/9/2011  11:25:20 PM,MUSIC,341 SW 11TH ST,7480175.0000 ,339576.2500 ,WED
031011-1,3/9/2011  11:59:47 PM,MUSIC,434 NW 16TH ST,7479748.0000 ,342095.1875 ,THU
031011-234,3/10/2011  11:46:29 PM,PARTY,722 NW 27TH ST,7477526.5000 ,343556.4375 ,THU
031111-35,3/11/2011  1:43:42 AM,MUSIC,125 SW 2ND ST,7482928.5000 ,339371.8438 ,FRI
031111-222,3/11/2011  6:07:23 PM,MUSIC,226 NW 30TH ST,7476559.0000 ,341847.5625 ,FRI
031111-280,3/11/2011  10:52:04 PM,SRN,354 NW 25,(1.0000),(1.0000),FRI
031111-291,3/11/2011  11:30:42 PM,PARTY,306 SW 7TH ST,7481274.5000 ,339275.0938 ,SAT
031211-2,3/12/2011  12:06:18 AM,PARTY,1210 SE MARSHLAND AV,7483749.0000 ,328692.1875 ,SAT
031211-250,3/12/2011  9:07:25 PM,PARTY,2915 SW WESTERN BV,7476702.0000 ,337052.5000 ,SAT
031211-271,3/12/2011  10:16:17 PM,MUSIC,3043 NW ORCHARD AV,7476433.5000 ,341089.7813 ,SAT
031211-285,3/12/2011  10:56:56 PM,PARTY,3027 NW ORCHARD AV,7476479.5000 ,341088.4375 ,SAT
031211-288,3/12/2011  11:07:44 PM,SRN,320 NW 23RD ST,7478383.0000 ,341985.5938 ,SAT
031211-291,3/12/2011  11:18:15 PM,PARTY,1015 NW MONROE AV,7480721.0000 ,340357.8750 ,SAT
031211-294,3/12/2011  11:26:44 PM,SRN,3025 NW FILLMORE AV,7476574.0000 ,343866.8125 ,SAT
031211-290,3/12/2011  11:16:21 PM,SRN,647 NW 23RD ST,7478426.0000 ,343231.4375 ,SAT
031311-7,3/13/2011  12:24:16 AM,PARTY,3027 NW ORCHARD AV,7476479.5000 ,341088.4375 ,SUN
031311-14,3/13/2011  12:44:39 AM,PARTY,1021 SW 10TH ST,7480338.5000 ,337363.2813 ,SUN
031311-18,3/13/2011  12:51:34 AM,PARTY,300 NW 12TH ST,7480524.0000 ,341255.0938 ,SUN
031311-45,3/13/2011  4:36:32 AM,MUSIC,4000 NW WITHAM HILL DR,7473608.0000 ,346460.0625 ,SUN
031511-21,3/15/2011  1:19:08 AM,MUSIC,2610 SW WESTERN BV,7477683.0000 ,337347.3125 ,TUE
031611-16,3/16/2011  12:59:11 AM,MUSIC,404 NW 11TH ST,7480914.5000 ,341515.7813 ,WED
031611-18,3/16/2011  1:20:17 AM,MUSIC,965 NW HOBART AV,7483056.0000 ,347153.0000 ,WED
031611-20,3/16/2011  2:03:16 AM,PARTY,210 NW 23RD ST,7478376.0000 ,341593.0000 ,WED
031711-23,3/17/2011  3:03:58 AM,SRN,332 NW 14TH ST,7480093.0000 ,341548.8750 ,THU
031711-198,3/17/2011  11:30:30 PM,PARTY,600 NW 23RD ST,7478402.0000 ,343079.5000 ,THU
031711-191,3/17/2011  11:01:24 PM,SRN,4360 NW APPLETREE PL,7472900.0000 ,346980.1563 ,THU
031711-179,3/17/2011  10:08:47 PM,PARTY,545 SE ALEXANDER AV,7482125.5000 ,332620.8438 ,THU
031811-210,3/18/2011  11:23:58 PM,PARTY,1025 SW GROVE ST,7476801.0000 ,336933.2500 ,FRI
031811-213,3/18/2011  11:41:04 PM,PARTY,453 SE LILLY AV,7482051.5000 ,333654.4375 ,FRI
031811-208,3/18/2011  11:04:38 PM,SRN,626 NW 10TH ST,7481492.0000 ,342237.4688 ,FRI
031811-174,3/18/2011  7:11:49 PM,SRN,545 SE ALEXANDER AV,7482125.5000 ,332620.8438 ,FRI
032111-17,3/21/2011  1:30:29 AM,PARTY,885 SW 15TH ST,7479214.0000 ,337801.0313 ,MON
032211-208,3/22/2011  8:42:21 PM,SRN,105 SW 2ND ST,7482957.0000 ,339441.5000 ,TUE
032411-194,3/24/2011  9:17:20 PM,MUSIC,934 NW SYCAMORE AV,7483927.0000 ,348902.5000 ,THU
032511-202,3/25/2011  8:54:25 PM,SRN,206 NW 8TH ST,7481458.5000 ,340491.4063 ,FRI
032511-222,3/25/2011  10:32:23 PM,MUSIC,2741 SW MORRIS AV,7477291.5000 ,336619.3438 ,FRI
032511-236,3/25/2011  11:25:52 PM,SRN,2244 NW DIXON ST,7481659.0000 ,349013.4063 ,FRI
032611-158,3/26/2011  4:57:30 PM,MUSIC,516 NW 15TH ST,7480121.0000 ,342271.2188 ,SAT
032611-253,3/26/2011  10:23:23 PM,SRN,629 SW 6TH ST,7481105.5000 ,338020.7188 ,SAT
032611-257,3/26/2011  10:42:43 PM,SRN,1111 SW WESTERN BV,7479970.5000 ,338140.4688 ,SAT
032611-273,3/26/2011  11:40:05 PM,PARTY,105 NE CONIFER BV,7486038.0000 ,351317.0000 ,SAT
032711-14,3/27/2011  12:36:44 AM,SRN,4403 SW PHILOMATH BV,7472085.5000 ,336262.2813 ,SUN
032711-21,3/27/2011  12:58:35 AM,SRN,1810 NW BECA AV,7479907.5000 ,344684.5313 ,SUN
032711-31,3/27/2011  2:00:23 AM,PARTY,1460 NW VAN BUREN AV,7479903.0000 ,341479.0313 ,SUN
032711-33,3/27/2011  2:12:31 AM,SRN,334 NW 14TH ST,7480096.0000 ,341556.3750 ,SUN
032711-40,3/27/2011  2:58:11 AM,PARTY,1849 SW 49TH ST,7470539.0000 ,333809.9688 ,SUN
033111-52,3/31/2011  8:34:10 AM,SRN,408 SW MONROE AV,7482372.5000 ,339683.9688 ,THU
033111-248,3/31/2011  10:05:23 PM,SRN,326 NW 14TH ST,7480084.5000 ,341526.5938 ,THU
033111-251,3/31/2011  10:16:01 PM,MUSIC,NW 10TH ST AND NW VAN BUREN AV,7481033.0000 ,341037.0000 ,THU
033111-268,3/31/2011  11:24:22 PM,SRN,2535 NW TAYLOR AV,7477993.5000 ,343469.6250 ,THU
033111-272,3/31/2011  11:51:19 PM,PARTY,3043 NW ORCHARD AV,7476433.5000 ,341089.7813 ,FRI
040111-239,4/1/2011  10:35:12 PM,PARTY,109 NE CONIFER BV,7486088.5000 ,351317.0000 ,FRI
040111-248,4/1/2011  11:25:52 PM,PARTY,321 NW 15TH ST,7479831.0000 ,341602.2500 ,FRI
040111-245,4/1/2011  11:18:47 PM,SRN,429 NW 17TH ST,7479521.0000 ,342165.4688 ,FRI
040111-250,4/1/2011  11:35:08 PM,PARTY,2709 NW FILLMORE AV,7477524.0000 ,343824.6563 ,FRI
040111-246,4/1/2011  11:23:49 PM,PARTY,513 NW 17TH ST,7479631.5000 ,342445.1875 ,SAT
040211-3,4/2/2011  12:02:37 AM,SRN,825 SW GROVE ST,7476808.0000 ,337502.6250 ,SAT
040211-13,4/2/2011  12:44:35 AM,SRN,645 NW 4TH ST,7483200.0000 ,341596.6250 ,SAT
040211-18,4/2/2011  1:03:50 AM,SRN,2709 NW FILLMORE AV,7477524.0000 ,343824.6563 ,SAT
040211-35,4/2/2011  2:09:46 AM,PARTY,2997 NW MORNING GLORY DR,7476937.0000 ,352384.7188 ,SAT
040211-40,4/2/2011  2:22:46 AM,PARTY,1530 NW KINGS BV,7478969.5000 ,346131.2188 ,SAT
040211-242,4/2/2011  11:44:42 PM,MUSIC,513 NW 30TH ST,7476608.0000 ,342873.0000 ,SUN
040311-12,4/3/2011  12:43:43 AM,PARTY,2058 NW HARRISON BV,7478859.0000 ,342264.0000 ,SUN
040311-22,4/3/2011  1:21:38 AM,SRN,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,SUN
040311-36,4/3/2011  2:20:12 AM,PARTY,210 NW 23RD ST,7478376.0000 ,341593.0000 ,SUN
040311-129,4/3/2011  11:37:31 AM,MUSIC,1554 NW VAN BUREN AV,7479676.0000 ,341570.5000 ,SUN
040311-227,4/3/2011  11:00:31 PM,MUSIC,5005 SW PHILOMATH BV,7470348.5000 ,335572.4688 ,SUN
040411-224,4/4/2011  11:06:54 PM,PARTY,121 NW 8TH ST,7481356.0000 ,340182.3750 ,MON
040513-168,4/5/2013  7:32:45 PM,SRN,842 NE 2ND ST,7484067.5000 ,342069.4688 ,FRI
040611-4,4/6/2011  12:42:25 AM,MUSIC,800 SW MAPLE TREE DR,7479508.0000 ,338067.6250 ,WED
040513-170,4/5/2013  7:46:26 PM,MUSIC,1112 NW CIRCLE BV,7482205.5000 ,348466.1563 ,FRI
040711-224,4/7/2011  10:21:43 PM,SRN,335 NW 25TH ST,7478075.5000 ,342119.4688 ,THU
040711-241,4/7/2011  11:32:27 PM,PARTY,1275 SW A AV,7479725.0000 ,338477.4375 ,THU
040811-67,4/8/2011  9:26:50 AM,MUSIC,545 SE ALEXANDER AV,7482125.5000 ,332620.8438 ,FRI
040811-130,4/8/2011  1:57:39 PM,MUSIC,SW 3RD ST AND SW B AV,7481818.0000 ,337440.0000 ,FRI
040811-185,4/8/2011  5:31:45 PM,SRN,3073 SE STERNWHEELER DR,7483717.0000 ,328765.9688 ,FRI
040811-187,4/8/2011  5:39:47 PM,MUSIC,545 SE ALEXANDER AV,7482125.5000 ,332620.8438 ,FRI
040811-200,4/8/2011  7:14:42 PM,PARTY,2050 NW HARRISON BV,7478887.5000 ,342258.7813 ,FRI
040811-260,4/8/2011  10:42:47 PM,SRN,527 NW 23RD ST,7478420.5000 ,342820.9063 ,FRI
040811-269,4/8/2011  11:10:11 PM,PARTY,SW 9TH ST AND SW WASHINGTON AV,7480475.0000 ,338811.0000 ,FRI
040811-270,4/8/2011  11:18:04 PM,SRN,2701 NW FILLMORE AV,7477535.0000 ,343828.6563 ,FRI
040811-278,4/8/2011  11:52:34 PM,SRN,822 NW 27TH ST,7477538.0000 ,343877.6250 ,FRI
040911-1,4/9/2011  12:03:14 AM,SRN,2083 NW TAYLOR AV,7478802.5000 ,343374.6563 ,SAT
040811-280,4/8/2011  11:58:58 PM,SRN,1112 NW 9TH ST,7482483.0000 ,343704.0000 ,SAT
040911-4,4/9/2011  12:11:15 AM,SRN,345 NW 23RD ST,7478406.5000 ,342102.1875 ,SAT
040911-3,4/9/2011  12:07:43 AM,PARTY,699 NW 23RD ST,7478437.0000 ,343397.1563 ,SAT
040911-14,4/9/2011  1:03:49 AM,PARTY,900 NW SEQUOIA AV,7484897.5000 ,349275.3750 ,SAT
040911-23,4/9/2011  1:44:26 AM,SRN,2321 NW ESTAVIEW CR,7474738.0000 ,349448.6250 ,SAT
040911-176,4/9/2011  6:38:44 PM,MUSIC,2050 NW HARRISON BV,7478887.5000 ,342258.7813 ,SAT
040911-205,4/9/2011  8:16:32 PM,MUSIC,545 SE ALEXANDER AV,7482125.5000 ,332620.8438 ,SAT
040911-224,4/9/2011  9:28:27 PM,MUSIC,5765 SW PHILOMATH BV,7467930.0000 ,334631.0313 ,SAT
040911-233,4/9/2011  9:55:51 PM,PARTY,715 SW 11TH ST,7479969.5000 ,338439.6563 ,SAT
040911-262,4/9/2011  11:15:17 PM,SRN,1182 NW 10TH ST,7482298.5000 ,344122.9063 ,SAT
040911-268,4/9/2011  11:28:09 PM,SRN,2730 NW ARNOLD WY,7477263.5000 ,342028.2813 ,SAT
040911-274,4/9/2011  11:45:06 PM,PARTY,912 SW 11TH ST,7480016.5000 ,337725.4688 ,SAT
040911-270,4/9/2011  11:35:36 PM,PARTY,1460 NW VAN BUREN AV,7479903.0000 ,341479.0313 ,SAT
040911-280,4/9/2011  11:59:21 PM,PARTY,3043 NW ORCHARD AV,7476433.5000 ,341089.7813 ,SUN
041011-14,4/10/2011  12:42:25 AM,MUSIC,404 NW 11TH ST,7480914.5000 ,341515.7813 ,SUN
041011-15,4/10/2011  12:43:53 AM,PARTY,1421 NW 15TH ST,7480714.5000 ,345362.1563 ,SUN
041011-20,4/10/2011  12:56:08 AM,SRN,241 NW 10TH ST,7480967.5000 ,340823.5625 ,SUN
041111-2,4/11/2011  12:07:10 AM,MUSIC,1209 SW 26TH ST,7477754.5000 ,336589.9063 ,MON
041111-13,4/11/2011  2:27:01 AM,SRN,221 NW 12TH ST,7480439.0000 ,340965.4375 ,MON
072113-42,7/21/2013  8:53:13 AM,SRN,450 SW 3RD ST,7482166.0000 ,338326.7500 ,SUN
041411-14,4/14/2011  12:53:53 AM,PARTY,1300 SW E AV,7479812.0000 ,337089.4375 ,THU
041411-243,4/14/2011  11:40:56 PM,PARTY,3113 SE MIDVALE DR,7483434.0000 ,328605.6563 ,THU
041511-241,4/15/2011  10:59:16 PM,SRN,430 SW 7TH ST,7481099.0000 ,338836.2813 ,FRI
041611-2,4/16/2011  12:10:24 AM,PARTY,NW 33RD ST AND NW FILLMORE AV,7475800.0000 ,343888.0000 ,SAT
041511-254,4/15/2011  11:58:40 PM,SRN,2880 NW LINCOLN AV,7477095.0000 ,344397.4688 ,SAT
041611-19,4/16/2011  1:43:00 AM,SRN,2535 NW TAYLOR AV,7477993.5000 ,343469.6250 ,SAT
041611-187,4/16/2011  10:19:39 PM,MUSIC,3043 NW ORCHARD AV,7476433.5000 ,341089.7813 ,SAT
041611-186,4/16/2011  10:18:43 PM,MUSIC,NW PENDLETON PL AND NW CIRCLE BV,7478091.0000 ,347761.0000 ,SAT
041611-217,4/16/2011  11:57:04 PM,PARTY,SW SCOTT ST AND SW PHILOMATH BV,7472110.0000 ,336260.0000 ,SUN
041611-210,4/16/2011  11:48:19 PM,PARTY,312 NW 25TH ST,7478052.0000 ,342014.0313 ,SUN
041711-17,4/17/2011  1:01:55 AM,PARTY,SW STOPP PL AND SW WEST HILLS RD,7471648.0000 ,337021.0000 ,SUN
041711-34,4/17/2011  2:03:57 AM,PARTY,700 SW 5TH ST,7481251.0000 ,337654.2500 ,SUN
041711-52,4/17/2011  3:31:18 AM,PARTY,SW MAPLE TREE DR AND SW WESTERN BV,7479525.0000 ,338081.0000 ,SUN
041711-156,4/17/2011  6:09:10 PM,MUSIC,740 NW 5TH ST,7483043.5000 ,342031.9063 ,SUN
041711-190,4/17/2011  11:20:55 PM,MUSIC,1209 SW 26TH ST,7477754.5000 ,336589.9063 ,SUN
041811-190,4/18/2011  10:33:05 PM,MUSIC,911 SW 11TH ST,7480038.0000 ,337737.6250 ,MON
072113-28,7/21/2013  3:01:25 AM,PARTY,5730 SW DONOVAN PL,7468284.5000 ,338362.2500 ,SUN
041911-224,4/19/2011  8:59:36 PM,MUSIC,2610 NW MULKEY AV,7477816.0000 ,345602.4063 ,TUE
042011-142,4/20/2011  2:41:34 PM,MUSIC,1225 NW OAK AV,7481631.5000 ,350037.4375 ,WED
042111-237,4/21/2011  10:37:12 PM,MUSIC,2430 SW LEONARD ST,7480016.5000 ,331653.7500 ,THU
042111-238,4/21/2011  10:41:33 PM,PARTY,NW 21ST ST AND NW MONROE AV,7478706.0000 ,341117.0000 ,THU
042211-6,4/22/2011  12:21:38 AM,MUSIC,900 SE CENTERPOINTE DR,7482381.5000 ,328194.4688 ,FRI
042211-226,4/22/2011  9:57:24 PM,PARTY,1230 NW KINGS BV,7478951.5000 ,345008.6875 ,FRI
042211-246,4/22/2011  11:23:04 PM,SRN,1634 NW DIVISION ST,7482824.0000 ,346609.1563 ,FRI
042211-256,4/22/2011  11:58:53 PM,MUSIC,NW 25TH ST AND NW VAN BUREN AV,7478061.0000 ,341951.0000 ,SAT
042311-2,4/23/2011  12:15:12 AM,SRN,2079 NW SUNVIEW DR,7473198.0000 ,348663.0625 ,SAT
042311-94,4/23/2011  12:02:50 PM,MUSIC,920 NW SYCAMORE AV,7484272.5000 ,348907.0000 ,SAT
042311-192,4/23/2011  5:59:56 PM,MUSIC,785 NW 5TH ST,7483126.5000 ,342176.1250 ,SAT
042411-12,4/24/2011  12:47:05 AM,MUSIC,NW 2ND ST AND NW MONROE AV,7482953.0000 ,339468.0000 ,SUN
042411-36,4/24/2011  3:53:35 AM,SRN,317 SW 11TH ST,7480208.5000 ,339661.7813 ,SUN
042511-190,4/25/2011  5:10:41 PM,MUSIC,545 NW 21ST ST [CORVALLIS],7478748.5000 ,342837.1250 ,MON
042511-232,4/25/2011  8:40:02 PM,MUSIC,NW 30TH ST AND NW FILLMORE AV,7476653.0000 ,343853.0000 ,MON
042511-249,4/25/2011  10:19:14 PM,MUSIC,427 NW 27TH ST,7477513.0000 ,342546.8125 ,MON
042611-17,4/26/2011  3:53:05 AM,SRN,408 SW MONROE AV,7482372.5000 ,339683.9688 ,TUE
042611-245,4/26/2011  11:16:37 PM,MUSIC,1815 NW CIRCLE PL,7477427.0000 ,347423.7500 ,TUE
042711-10,4/27/2011  12:53:49 AM,SRN,408 SW MONROE AV,7482372.5000 ,339683.9688 ,WED
042711-280,4/27/2011  11:02:22 PM,PARTY,3930 NW WITHAM HILL DR,7473845.5000 ,346185.7813 ,WED
042811-190,4/28/2011  5:18:41 PM,MUSIC,961 NW HAYES AV,7482851.0000 ,345844.0000 ,THU
042811-234,4/28/2011  10:00:27 PM,SRN,640 NW 5TH ST,7482905.5000 ,341696.3125 ,THU
042811-252,4/28/2011  11:06:23 PM,SRN,653 NW 23RD ST,7478426.5000 ,343254.5938 ,THU
042911-169,4/29/2011  7:31:57 PM,SRN,105 SW 2ND ST,7482957.0000 ,339441.5000 ,FRI
042911-201,4/29/2011  10:50:38 PM,PARTY,513 NW 30TH ST,7476608.0000 ,342873.0000 ,FRI
043011-1,4/30/2011  12:02:59 AM,MUSIC,1015 NW MONROE AV,7480721.0000 ,340357.8750 ,SAT
043011-4,4/30/2011  12:18:11 AM,PARTY,513 NW 30TH ST,7476608.0000 ,342873.0000 ,SAT
043011-19,4/30/2011  2:20:51 AM,MUSIC,320 SW 10TH ST,7480444.5000 ,339555.1563 ,SAT
043011-199,4/30/2011  8:56:30 PM,SRN,2013 NW TYLER AV,7479029.5000 ,342644.6250 ,SAT
043011-201,4/30/2011  8:58:44 PM,MUSIC,387 NE CONIFER BV,7487779.0000 ,352363.5938 ,SAT
043011-208,4/30/2011  9:33:42 PM,MUSIC,1005 SW WASHINGTON AV,7480198.5000 ,338951.3125 ,SAT
043011-225,4/30/2011  10:55:45 PM,MUSIC,2709 NW FILLMORE AV,7477524.0000 ,343824.6563 ,SAT
043011-228,4/30/2011  11:13:15 PM,MUSIC,1112 NW CIRCLE BV,7482205.5000 ,348466.1563 ,SAT
043011-230,4/30/2011  11:24:02 PM,PARTY,513 NW 17TH ST,7479631.5000 ,342445.1875 ,SAT
050111-2,5/1/2011  12:08:12 AM,SRN,1125 SW STOPP PL,7471656.5000 ,336866.5000 ,SUN
050111-8,5/1/2011  12:26:37 AM,PARTY,319 NW 9TH ST,7481361.5000 ,340987.0938 ,SUN
050111-7,5/1/2011  12:15:59 AM,SRN,2450 SW LEONARD ST,7480010.5000 ,331597.2500 ,SUN
050111-12,5/1/2011  12:51:35 AM,PARTY,958 NW SYCAMORE AV,7483348.5000 ,348894.5000 ,SUN
050111-104,5/1/2011  12:50:17 PM,MUSIC,1460 NW VAN BUREN AV,7479903.0000 ,341479.0313 ,SUN
050111-157,5/1/2011  5:33:53 PM,PARTY,521 NW 30TH ST,7476610.5000 ,342903.5625 ,SUN
050111-208,5/1/2011  11:28:41 PM,MUSIC,3930 NW WITHAM HILL DR,7473845.5000 ,346185.7813 ,SUN
050111-211,5/1/2011  11:40:35 PM,PARTY,NW 25TH ST AND NW VAN BUREN AV,7478061.0000 ,341951.0000 ,SUN
050211-10,5/2/2011  1:28:57 AM,MUSIC,1425 NW MONROE AV,7479711.5000 ,340748.5625 ,MON
050311-271,5/3/2011  8:48:23 PM,MUSIC,3040 SW WESTERN BV,7476201.5000 ,337052.5625 ,TUE
050411-3,5/4/2011  12:05:07 AM,MUSIC,825 NW 23RD ST,7478437.5000 ,343844.0313 ,WED
050511-149,5/5/2011  4:26:28 PM,MUSIC,4348 NW ELMWOOD DR,7473082.0000 ,349046.5938 ,THU
050511-204,5/5/2011  9:39:07 PM,SRN,213 NW 21ST ST,7478726.0000 ,341511.5938 ,THU
050511-209,5/5/2011  10:05:25 PM,MUSIC,SW 2ND ST AND SW MADISON AV,7482809.0000 ,339109.0000 ,THU
050511-212,5/5/2011  10:17:31 PM,PARTY,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,THU
050511-213,5/5/2011  10:22:12 PM,MUSIC,521 SW 2ND ST,7482361.0000 ,337961.3125 ,THU
050511-210,5/5/2011  10:13:41 PM,MUSIC,NW GRANT AV AND NW 32ND ST,7476088.0000 ,345037.0000 ,THU
050511-226,5/5/2011  10:51:51 PM,PARTY,2985 SE GREENMORE PL,7483221.5000 ,329290.1250 ,THU
050511-233,5/5/2011  11:10:02 PM,SRN,419 NW 26TH ST,7477777.5000 ,342514.1250 ,THU
050511-232,5/5/2011  11:10:04 PM,SRN,226 NW 14TH ST,7479948.5000 ,341184.4375 ,THU
050511-249,5/5/2011  11:51:05 PM,PARTY,3025 NW ORCHARD AV,7476485.0000 ,341088.2813 ,THU
050611-1,5/5/2011  11:59:56 PM,SRN,3255 NW FILLMORE AV,7475918.0000 ,343894.0625 ,FRI
050611-8,5/6/2011  12:11:59 AM,SRN,3043 NW ORCHARD AV,7476433.5000 ,341089.7813 ,FRI
050611-253,5/6/2011  9:16:07 PM,PARTY,2900 SW WESTERN BV,7476779.0000 ,337014.1875 ,FRI
050711-14,5/7/2011  12:42:07 AM,PARTY,421 SW 11TH ST,7480058.5000 ,339294.9688 ,SAT
050811-11,5/8/2011  12:26:26 AM,PARTY,NW 21ST ST AND NW FILLMORE AV,7478754.0000 ,343760.0000 ,SUN
050911-2,5/9/2011  12:10:31 AM,MUSIC,361 NW JACKSON AV,7482661.0000 ,340002.5000 ,MON
050911-6,5/9/2011  12:27:33 AM,MUSIC,361 NW JACKSON AV,7482661.0000 ,340002.5000 ,MON
051011-177,5/10/2011  4:23:22 PM,MUSIC,334 NW KINGS BV,7479044.0000 ,341967.7188 ,TUE
051011-199,5/10/2011  5:56:23 PM,MUSIC,SW 53RD ST AND SW PHILOMATH BV,7469194.0000 ,335111.0000 ,TUE
051011-260,5/10/2011  11:08:50 PM,MUSIC,640 NW 5TH ST,7482905.5000 ,341696.3125 ,TUE
051111-3,5/11/2011  12:28:05 AM,MUSIC,404 NW 11TH ST,7480914.5000 ,341515.7813 ,WED
051211-5,5/12/2011  12:10:49 AM,MUSIC,445 SW TUNISON AV,7480154.0000 ,332012.0000 ,THU
051211-162,5/12/2011  6:47:42 PM,MUSIC,308 NW KINGS BV,7479041.0000 ,341860.4375 ,THU
051211-178,5/12/2011  8:44:33 PM,MUSIC,NW 23RD ST AND NW POLK AV,7478413.0000 ,343076.0000 ,THU
051211-185,5/12/2011  9:02:51 PM,SRN,527 NW 23RD ST,7478420.5000 ,342820.9063 ,THU
051211-225,5/12/2011  11:28:19 PM,SRN,527 NW 23RD ST,7478420.5000 ,342820.9063 ,THU
051311-127,5/13/2011  3:58:38 PM,MUSIC,334 NW KINGS BV,7479044.0000 ,341967.7188 ,FRI
051311-140,5/13/2011  5:09:38 PM,MUSIC,2004 NW HARRISON BV,7479041.0000 ,342226.0625 ,FRI
051311-213,5/13/2011  10:35:53 PM,PARTY,840 SW GROVE ST,7476785.0000 ,337462.2813 ,FRI
051311-222,5/13/2011  11:05:59 PM,PARTY,3073 SE STERNWHEELER DR,7483717.0000 ,328765.9688 ,FRI
051311-229,5/13/2011  11:23:53 PM,MUSIC,1061 SW WASHINGTON AV,7480047.5000 ,339007.3750 ,FRI
051411-13,5/14/2011  12:26:57 AM,PARTY,350 NW 35TH ST,7475241.5000 ,342333.8750 ,SAT
051411-14,5/14/2011  12:31:16 AM,MUSIC,346 NW 14TH ST,7480112.5000 ,341598.1563 ,SAT
051411-56,5/14/2011  3:11:03 AM,PARTY,1832 NW GARRYANNA ST,7480755.0000 ,347826.5000 ,SAT
051411-222,5/14/2011  9:11:17 PM,PARTY,410 NW 25TH ST,7478065.0000 ,342476.4688 ,SAT
051411-242,5/14/2011  10:48:21 PM,PARTY,527 NW 23RD ST,7478420.5000 ,342820.9063 ,SAT
051411-246,5/14/2011  11:19:47 PM,PARTY,1460 NW VAN BUREN AV,7479903.0000 ,341479.0313 ,SAT
051411-247,5/14/2011  11:22:46 PM,PARTY,1849 SW 49TH ST,7470539.0000 ,333809.9688 ,SAT
051411-251,5/14/2011  11:50:08 PM,PARTY,1849 SW 49TH ST,7470539.0000 ,333809.9688 ,SAT
051511-10,5/15/2011  12:38:02 AM,SRN,410 NW 25TH ST,7478065.0000 ,342476.4688 ,SUN
051511-12,5/15/2011  12:49:38 AM,PARTY,215 NW ELKS DR,7486382.0000 ,352527.5313 ,SUN
051511-16,5/15/2011  1:02:34 AM,SRN,2550 NW FILLMORE AV,7477956.0000 ,343784.8125 ,SUN
051511-18,5/15/2011  1:07:34 AM,MUSIC,6289 SW TRELLIS DR,7466263.5000 ,337533.0000 ,SUN
051511-24,5/15/2011  1:37:08 AM,SRN,330 NW 23RD ST,7478383.0000 ,342034.0313 ,SUN
051511-29,5/15/2011  1:53:04 AM,PARTY,SW 10TH ST AND SW JEFFERSON AV,7480483.0000 ,339622.0000 ,SUN
051611-169,5/16/2011  4:35:27 PM,MUSIC,NW 23RD ST AND NW POLK AV,7478413.0000 ,343076.0000 ,MON
051611-185,5/16/2011  5:26:20 PM,MUSIC,961 NW HAYES AV,7482851.0000 ,345844.0000 ,MON
051611-238,5/16/2011  11:01:41 PM,SRN,2535 NW TAYLOR AV,7477993.5000 ,343469.6250 ,MON
051711-173,5/17/2011  9:09:36 PM,PARTY,445 NW 17TH ST,7479543.0000 ,342218.0625 ,TUE
051811-239,5/18/2011  11:08:51 PM,PARTY,330 NW 14TH ST,7480090.5000 ,341541.3750 ,WED
051911-205,5/19/2011  8:10:49 PM,MUSIC,408 SW MONROE AV,7482372.5000 ,339683.9688 ,THU
051911-230,5/19/2011  10:42:11 PM,PARTY,2600 NW TAYLOR AV,7477805.0000 ,343457.0938 ,THU
051911-235,5/19/2011  11:13:26 PM,SRN,1015 NW MONROE AV,7480721.0000 ,340357.8750 ,THU
051911-243,5/19/2011  11:33:52 PM,SRN,2340 NW ROLLING GREEN DR,7480017.0000 ,349385.7813 ,THU
